transaction_id,customer_name,product_name,category,price,quantity,date,payment_method,transaction_date,shipping_city,rating,is_valid_price
TRX00280,"Ir. Surya Simanjuntak, S.I.Kom",Voluptatum Lite,Buku,75000.0,5,23-06-2026,E-Wallet,2026-06-23,Langsa,4.0,True
TRX00448,Tgk. Zamira Mulyani,Veritatis Lite,Buku,250000.0,2,30-08-2026,E-Wallet,2026-08-30,Tomohon,,True
TRX00487,"R. Tugiman Pertiwi, S.IP",Eum Lite,Kesehatan,1200000.0,4,23/08/2026,Transfer Bank,2026-08-23,Banjar,,True
TRX00338,"Gatra Prakasa, S.Gz",Vel Basic,Fashion,15000.0,5,28-06-2026,COD,2026-06-28,Cilegon,4.0,True
TRX00237,"Nardi Novitasari, S.Pt",Tenetur,Buku,50000.0,4,2026-08-17,COD,2026-08-17,Banda Aceh,,True
TRX00208,Puti Anastasia Mangunsong,Dolore Max,Buku,1200000.0,5,24/08/2026,E-Wallet,2026-08-24,Tangerang,5.0,True
TRX00213,Prakosa Rajasa,Illum,Kesehatan,120000.0,2,17-07-2026,E-Wallet,2026-07-17,Payakumbuh,5.0,True
TRX00296,"dr. Lalita Mustofa, S.I.Kom",Quam Pro,Fashion,5000000.0,1,07-08-2026,E-Wallet,2026-08-07,Kendari,2.0,True
TRX00471,Samsul Wahyuni,Incidunt,Olahraga,25000.0,1,06-07-2026,E-Wallet,2026-07-06,Tidore Kepulauan,1.0,True
TRX00252,"R. Vanya Halimah, M.M.",Sint Lite,Olahraga,1200000.0,3,18/06/2026,Transfer Bank,2026-06-18,Banda Aceh,5.0,True
TRX00472,Ida Yuliarti,Asperiores Basic,Olahraga,500000.0,3,27-08-2026,Kartu Kredit,2026-08-27,Payakumbuh,,True
TRX00304,Anastasia Purnawati,Ratione Pro,Fashion,75000.0,5,2026-07-05,Transfer Bank,2026-07-05,Batu,,True
TRX00351,Melinda Waluyo,Minus,Fashion,25000.0,4,25/06/2026,Transfer Bank,2026-06-25,Sungai Penuh,2.0,True
TRX00270,Rahmi Aryani,Doloremque Lite,Kesehatan,500000.0,3,19/08/2026,Transfer Bank,2026-08-19,Palopo,5.0,True
TRX00202,"Jaya Prasetyo, S.IP",Laudantium Lite,Fashion,500000.0,5,2026-09-02,Transfer Bank,2026-09-02,Binjai,4.0,True
TRX00162,Mutia Sihombing,Eius Pro,Buku,1200000.0,3,15-09-2026,Transfer Bank,2026-09-15,Bima,3.0,True
TRX00044,Hari Wahyuni,Reprehenderit Max,Elektronik,25000.0,5,07/08/2026,COD,2026-08-07,Kota Administrasi Jakarta Selatan,1.0,True
TRX00218,"Drs. Jagaraga Tarihoran, S.Pt",Nostrum Max,Rumah Tangga,1200000.0,2,02/09/2026,E-Wallet,2026-09-02,Palangkaraya,,True
TRX00402,R.M. Mahdi Wibowo,Dolores Lite,Kesehatan,75000.0,3,30/06/2026,E-Wallet,2026-06-30,Kota Administrasi Jakarta Timur,2.0,True
TRX00191,"Yoga Dabukke, S.Gz",Perferendis Lite,Olahraga,500000.0,2,02-09-2026,Transfer Bank,2026-09-02,Tangerang Selatan,1.0,True
TRX00310,Ophelia Melani,Quibusdam Lite,Rumah Tangga,500000.0,1,01/08/2026,Transfer Bank,2026-08-01,Parepare,3.0,True
TRX00260,Oskar Wahyuni,Sunt Max,Olahraga,500000.0,4,27-06-2026,Kartu Kredit,2026-06-27,Bogor,,True
TRX00106,Gabriella Thamrin,Facilis Basic,Buku,1200000.0,4,18-07-2026,Transfer Bank,2026-07-18,Sabang,3.0,True
TRX00054,Puspa Aryani,Ratione Basic,Buku,250000.0,4,18-06-2026,Kartu Kredit,2026-06-18,Tanjungbalai,4.0,True
TRX00390,Langgeng Megantara,Nam Basic,Elektronik,50000.0,2,09/09/2026,Kartu Kredit,2026-09-09,Cilegon,4.0,True
TRX00002,"Puji Irawan, M.Farm",Nisi,Rumah Tangga,15000.0,1,2026-06-20,E-Wallet,2026-06-20,Jambi,2.0,True
TRX00455,Gasti Aryani,Error Pro,Buku,25000.0,1,01-08-2026,Kartu Kredit,2026-08-01,Kotamobagu,1.0,True
TRX00499,Johan Mansur,Tempore Basic,Elektronik,50000.0,4,2026-08-30,COD,2026-08-30,Semarang,5.0,True
TRX00050,Calista Kurniawan,Quod Lite,Buku,250000.0,3,2026-07-01,E-Wallet,2026-07-01,Sibolga,2.0,True
TRX00420,Kania Hariyah,Veritatis Lite,Buku,250000.0,1,2026-08-09,Transfer Bank,2026-08-09,Malang,,True
TRX00081,Vivi Nurdiyanti,Placeat,Rumah Tangga,12000000.0,4,13-08-2026,Kartu Kredit,2026-08-13,Palembang,5.0,True
TRX00206,Opung Usada,Aliquam,Buku,500000.0,2,2026-06-26,Transfer Bank,2026-06-26,Metro,4.0,True
TRX00035,Dina Anggraini,Ducimus Max,Kesehatan,75000.0,3,13-07-2026,COD,2026-07-13,Batu,,True
TRX00431,"Galar Riyanti, S.Sos",Similique,Elektronik,15000.0,3,23-07-2026,Kartu Kredit,2026-07-23,Malang,,True
TRX00264,Ira Mulyani,Nam Pro,Olahraga,250000.0,4,15/09/2026,Kartu Kredit,2026-09-15,Kota Administrasi Jakarta Pusat,5.0,True
TRX00428,Kayla Ardianto,Voluptatibus Pro,Fashion,1200000.0,2,07-07-2026,COD,2026-07-07,Tomohon,,True
TRX00367,"dr. Ilsa Budiman, S.Kom",Eaque Pro,Elektronik,500000.0,5,12-09-2026,COD,2026-09-12,Tidore Kepulauan,,True
TRX00092,Vanya Wibowo,Hic Basic,Buku,1200000.0,1,24/08/2026,E-Wallet,2026-08-24,Kota Administrasi Jakarta Pusat,,True
TRX00340,Kartika Susanti,Est,Elektronik,500000.0,3,07-07-2026,Kartu Kredit,2026-07-07,Pariaman,3.0,True
TRX00489,"Cut Puspa Yolanda, S.Farm",Et Pro,Rumah Tangga,250000.0,1,16/07/2026,COD,2026-07-16,Tebingtinggi,3.0,True
TRX00053,Ganda Mustofa,Tempore Pro,Rumah Tangga,75000.0,2,2026-09-14,E-Wallet,2026-09-14,Ternate,2.0,True
TRX00346,drg. Rusman Hakim,Odit Basic,Elektronik,250000.0,5,2026-06-29,COD,2026-06-29,Palu,,True
TRX00265,Parman Yuliarti,Eaque Lite,Olahraga,50000.0,4,2026-07-13,COD,2026-07-13,Sungai Penuh,1.0,True
TRX00242,Aurora Zulkarnain,Maiores,Buku,75000.0,4,17/08/2026,COD,2026-08-17,Palembang,2.0,True
TRX00014,"Jamil Widodo, M.M.",Dicta Max,Elektronik,120000.0,4,11/07/2026,Transfer Bank,2026-07-11,Tidore Kepulauan,3.0,True
TRX00316,"Drs. Viman Halimah, S.Gz",Voluptatibus Lite,Elektronik,15000.0,2,2026-06-30,Kartu Kredit,2026-06-30,Sabang,,True
TRX00089,Saadat Hastuti,Debitis Basic,Kesehatan,5000000.0,3,14-09-2026,Transfer Bank,2026-09-14,Mojokerto,,True
TRX00388,Umay Purnawati,Pariatur Max,Kesehatan,1200000.0,5,12/07/2026,Transfer Bank,2026-07-12,Tangerang Selatan,5.0,True
TRX00274,Daryani Yuliarti,Maiores Basic,Olahraga,15000.0,3,2026-07-20,E-Wallet,2026-07-20,Sibolga,,True
TRX00167,Unggul Utami,Tenetur Pro,Elektronik,75000.0,4,2026-06-21,Transfer Bank,2026-06-21,Bandung,5.0,True
TRX00329,R.A. Patricia Firgantoro,Doloribus Lite,Fashion,1200000.0,3,25/07/2026,COD,2026-07-25,Bandung,1.0,True
TRX00135,Dt. Jaeman Irawan,Ipsam Max,Elektronik,50000.0,2,2026-07-10,E-Wallet,2026-07-10,Yogyakarta,1.0,True
TRX00307,Dalimin Suartini,Quaerat Lite,Rumah Tangga,250000.0,2,24/07/2026,Kartu Kredit,2026-07-24,Banjar,1.0,True
TRX00497,Almira Megantara,Hic Basic,Buku,250000.0,3,26/06/2026,Kartu Kredit,2026-06-26,Pematangsiantar,5.0,True
TRX00320,"T. Niyaga Pranowo, M.Kom.",Ipsum Pro,Fashion,150000.0,4,31/07/2026,E-Wallet,2026-07-31,Kotamobagu,1.0,True
TRX00244,"R.A. Kartika Wastuti, M.Farm",Nulla Basic,Olahraga,2500000.0,3,29/07/2026,Kartu Kredit,2026-07-29,Metro,,True
TRX00055,Kenes Firgantoro,Maxime Basic,Kesehatan,75000.0,3,09-08-2026,E-Wallet,2026-08-09,Palangkaraya,3.0,True
TRX00364,R.M. Harsanto Prasasta,Facere Pro,Rumah Tangga,500000.0,5,06-07-2026,E-Wallet,2026-07-06,Palopo,,True
TRX00051,Nasim Siregar,Enim Lite,Elektronik,15000.0,2,18-08-2026,Transfer Bank,2026-08-18,Pekalongan,5.0,True
TRX00470,"Bakiadi Prayoga, M.Pd",Sapiente,Buku,500000.0,2,2026-08-11,Kartu Kredit,2026-08-11,Tanjungbalai,,True
TRX00175,Lukman Purwanti,Itaque Basic,Kesehatan,50000.0,4,08/09/2026,COD,2026-09-08,Sukabumi,1.0,True
TRX00446,R. Violet Putra,Enim,Fashion,500000.0,4,29-08-2026,E-Wallet,2026-08-29,Prabumulih,,True
TRX00190,Warsita Susanti,Aperiam Max,Elektronik,1200000.0,2,2026-08-22,COD,2026-08-22,Palu,,True
TRX00464,"drg. Talia Mustofa, M.Kom.",Aut Lite,Fashion,500000.0,2,08-07-2026,Transfer Bank,2026-07-08,Tegal,3.0,True
TRX00188,Budi Andriani,Qui,Kesehatan,50000.0,5,2026-06-28,Kartu Kredit,2026-06-28,Parepare,,True
TRX00170,T. Radika Marbun,Facere Basic,Kesehatan,1200000.0,1,2026-09-08,COD,2026-09-08,Kupang,1.0,True
TRX00059,"Juli Zulkarnain, S.H.",Fugiat Basic,Olahraga,75000.0,4,02/07/2026,Kartu Kredit,2026-07-02,Metro,,True
TRX00475,Ir. Cawuk Halimah,Aut Basic,Buku,75000.0,3,19/06/2026,Transfer Bank,2026-06-19,Balikpapan,3.0,True
TRX00049,"Ir. Karsana Anggriawan, M.Pd",In,Olahraga,250000.0,4,09/09/2026,E-Wallet,2026-09-09,Bogor,,True
TRX00345,Calista Zulaika,Enim,Kesehatan,50000.0,4,2026-08-21,Transfer Bank,2026-08-21,Bekasi,5.0,True
TRX00236,Puti Ira Purwanti,Minus Max,Olahraga,2500000.0,2,2026-08-14,E-Wallet,2026-08-14,Blitar,5.0,True
TRX00253,Gasti Maryadi,Quo Lite,Buku,75000.0,3,10-09-2026,Transfer Bank,2026-09-10,Binjai,5.0,True
TRX00022,Vanesa Marpaung,Quis,Rumah Tangga,75000.0,4,2026-09-11,Transfer Bank,2026-09-11,Serang,4.0,True
TRX00314,"Hj. Hesti Firmansyah, M.Farm",Voluptates Lite,Fashion,250000.0,4,27/06/2026,Kartu Kredit,2026-06-27,Palembang,1.0,True
TRX00460,"Gatra Ramadan, S.Pt",Minima Pro,Buku,750000.0,5,16/08/2026,Kartu Kredit,2026-08-16,Banjarbaru,1.0,True
TRX00161,Jelita Rahmawati,In Basic,Kesehatan,500000.0,5,2026-08-14,E-Wallet,2026-08-14,Tanjungbalai,3.0,True
TRX00277,Akarsana Nashiruddin,Praesentium Lite,Kesehatan,15000.0,4,03/08/2026,Kartu Kredit,2026-08-03,Kota Administrasi Jakarta Selatan,,True
TRX00444,Hani Tampubolon,Commodi Pro,Buku,25000.0,5,27-07-2026,Transfer Bank,2026-07-27,Kendari,3.0,True
TRX00192,Joko Handayani,Aut,Kesehatan,75000.0,5,06-09-2026,Transfer Bank,2026-09-06,Sibolga,3.0,True
TRX00386,Amelia Uyainah,Accusamus Max,Olahraga,120000.0,2,20/08/2026,Transfer Bank,2026-08-20,Payakumbuh,,True
TRX00294,Belinda Halim,Dolore,Buku,500000.0,2,2026-07-27,E-Wallet,2026-07-27,Pangkalpinang,5.0,True
TRX00414,Widya Waluyo,Aut Lite,Elektronik,1200000.0,4,2026-07-28,Kartu Kredit,2026-07-28,Sawahlunto,4.0,True
TRX00492,"Tgk. Vicky Saragih, S.Psi",Commodi Pro,Olahraga,150000.0,4,06-08-2026,COD,2026-08-06,Medan,5.0,True
TRX00344,"Drs. Ophelia Pangestu, M.Farm",Quidem Max,Olahraga,15000.0,3,01-07-2026,E-Wallet,2026-07-01,Pematangsiantar,4.0,True
TRX00258,Dr. Jono Mayasari,Quod Lite,Buku,250000.0,5,2026-06-19,Transfer Bank,2026-06-19,Banjar,3.0,True
TRX00309,R.M. Gamanto Suryatmi,Ipsum,Olahraga,1200000.0,1,2026-07-02,E-Wallet,2026-07-02,Semarang,1.0,True
TRX00150,dr. Cinthia Farida,Consequuntur,Olahraga,15000.0,4,04/08/2026,Kartu Kredit,2026-08-04,Balikpapan,4.0,True
TRX00131,"Rizki Santoso, M.Farm",Animi Pro,Elektronik,5000000.0,1,2026-08-25,Transfer Bank,2026-08-25,Parepare,3.0,True
TRX00152,drg. Sadina Hutapea,Iure,Olahraga,500000.0,3,02/09/2026,Kartu Kredit,2026-09-02,Lubuklinggau,5.0,True
TRX00360,Kalim Rahayu,Doloribus Lite,Elektronik,15000.0,2,13-08-2026,COD,2026-08-13,Sabang,1.0,True
TRX00100,dr. Mitra Uwais,Atque,Kesehatan,25000.0,4,02-08-2026,Kartu Kredit,2026-08-02,Balikpapan,,True
TRX00373,Daliman Sitompul,Eum Basic,Olahraga,25000.0,2,2026-07-22,Kartu Kredit,2026-07-22,Payakumbuh,,True
TRX00088,Maya Laksita,Aliquam Basic,Olahraga,1200000.0,3,22-07-2026,Kartu Kredit,2026-07-22,Tebingtinggi,1.0,True
TRX00459,"Diah Yulianti, S.Pd",Dolore Lite,Buku,1200000.0,3,2026-09-04,Kartu Kredit,2026-09-04,Bekasi,2.0,True
TRX00331,Ir. Cici Sitorus,Id Max,Fashion,1200000.0,3,28/07/2026,Transfer Bank,2026-07-28,Bogor,3.0,True
TRX00215,Ir. Reksa Thamrin,Aut Lite,Elektronik,50000.0,4,23/07/2026,E-Wallet,2026-07-23,Palangkaraya,3.0,True
TRX00467,Tantri Prabowo,Sunt,Rumah Tangga,15000.0,3,2026-08-24,Kartu Kredit,2026-08-24,Singkawang,4.0,True
TRX00122,Luis Prabowo,Fuga,Fashion,75000.0,3,16-08-2026,Transfer Bank,2026-08-16,Kendari,2.0,True
TRX00021,"R.M. Jono Kurniawan, S.Pd",Tempore Pro,Kesehatan,25000.0,5,02/08/2026,Kartu Kredit,2026-08-02,Bukittinggi,5.0,True
TRX00189,Victoria Tarihoran,Quam Pro,Olahraga,50000.0,3,2026-08-10,COD,2026-08-10,Pekalongan,5.0,True
TRX00072,Maimunah Wulandari,Error Pro,Fashion,500000.0,4,03-08-2026,Kartu Kredit,2026-08-03,Surabaya,,True
TRX00107,Kariman Nainggolan,Blanditiis,Fashion,250000.0,4,09-07-2026,COD,2026-07-09,Pasuruan,3.0,True
TRX00271,Ozy Thamrin,Sint Lite,Buku,15000.0,4,15/09/2026,COD,2026-09-15,Subulussalam,,True
TRX00436,Jindra Suwarno,Deserunt Pro,Olahraga,50000.0,4,2026-07-04,COD,2026-07-04,Solok,3.0,True
TRX00103,"Dr. Prayitna Laksmiwati, M.M.",Nostrum Lite,Buku,25000.0,4,31-08-2026,Transfer Bank,2026-08-31,Madiun,1.0,True
